age,marathoner_type,vaporfly,race_time,male
43,first_timer,1,13066.453,1
42,first_timer,1,15673.535,1
32,first_timer,0,16291.844,0
31,first_timer,1,13522.808,1
35,first_timer,1,12110.069,1
21,first_timer,0,18365.988,0
32,first_timer,0,14231.938,0
34,first_timer,1,15144.107,0
44,first_timer,1,13283.254,0
44,first_timer,1,11357.067,1
35,first_timer,1,11657.743,1
33,first_timer,1,13452.17,1
46,first_timer,1,11363.786,0
39,first_timer,0,12992.496,0
40,first_timer,1,13503.369,0
36,first_timer,0,14702.402,0
38,first_timer,1,14941.547,0
30,first_timer,0,17117.059,0
35,first_timer,1,15438.901,0
48,first_timer,0,13325.026,0
42,first_timer,1,15286.006,0
38,first_timer,0,14695.401,0
43,first_timer,1,9137.0693,1
42,first_timer,0,12269.57,0
37,first_timer,0,12846.053,0
27,first_timer,1,16128.808,0
29,first_timer,0,18701.41,0
28,first_timer,1,13370.106,1
33,first_timer,1,15831.688,0
40,first_timer,1,12923.762,0
26,first_timer,0,16507.678,0
33,first_timer,1,14023.26,1
30,first_timer,1,16547.756,0
46,first_timer,1,14420.576,0
32,first_timer,0,16007.976,0
27,first_timer,0,13324.718,1
30,first_timer,0,15499.123,0
32,first_timer,0,14785.153,1
31,first_timer,1,18925.176,0
39,first_timer,0,14025.298,1
26,first_timer,1,15834.953,0
32,first_timer,1,14691.542,0
26,first_timer,0,14608.863,0
29,first_timer,0,14530.742,0
29,first_timer,0,14875.716,1
40,first_timer,1,11406.162,1
40,first_timer,1,11515.938,1
37,first_timer,1,11887.188,0
46,first_timer,1,14532.465,0
33,first_timer,0,15663.595,0
35,first_timer,1,15948.218,0
42,first_timer,0,14839.755,0
29,first_timer,1,16771.156,0
23,first_timer,0,15436.805,1
22,first_timer,0,20949.25,1
33,first_timer,1,15501.445,1
26,first_timer,0,12873.623,1
34,first_timer,1,15819.183,0
42,first_timer,0,14761.289,0
38,first_timer,1,12015.478,1
44,first_timer,0,12131.097,1
22,first_timer,1,14681.275,1
29,first_timer,1,18237.656,0
40,first_timer,0,12388.531,1
53,first_timer,0,12485.921,0
31,first_timer,0,16137.711,0
31,first_timer,0,14773.326,1
39,first_timer,1,14975.005,0
33,first_timer,1,14625.13,0
34,first_timer,0,17645.014,0
37,first_timer,0,11137.12,1
20,first_timer,0,16140.001,0
36,first_timer,0,13589.013,1
34,first_timer,1,11297.979,1
32,first_timer,1,15115.156,1
37,first_timer,1,15933.896,0
31,first_timer,0,17119.867,0
37,first_timer,0,10720.945,1
38,first_timer,1,14364.45,0
37,first_timer,0,14133.282,0
41,first_timer,0,15652.84,0
21,first_timer,1,12604.48,1
43,first_timer,1,11285.858,1
30,first_timer,1,16479.422,0
42,first_timer,0,13251.374,0
36,first_timer,0,13308.597,1
27,first_timer,0,14698.079,1
34,first_timer,0,14136.846,1
40,first_timer,0,13167.66,1
32,first_timer,0,16639.32,0
43,first_timer,1,11870.686,0
30,first_timer,0,13819.448,0
20,first_timer,1,14901.745,1
22,first_timer,0,18094.107,0
33,first_timer,1,17019.717,0
35,first_timer,1,15408.802,0
28,first_timer,0,16485.307,0
40,first_timer,1,13624.913,0
33,first_timer,0,13717.449,0
38,first_timer,0,14459.968,0
26,first_timer,1,13008.241,1
42,first_timer,0,15030.938,0
44,first_timer,0,14817.988,0
39,first_timer,1,12236.896,1
28,first_timer,1,14344.934,1
28,first_timer,0,15593.646,0
38,first_timer,1,16023.427,0
40,first_timer,0,11972.138,1
35,first_timer,1,10915.813,1
33,first_timer,0,14906.416,0
42,first_timer,0,15590.981,0
34,first_timer,1,14658.586,1
31,first_timer,0,14411.488,1
38,first_timer,1,13252.077,0
45,first_timer,1,10664.593,0
42,first_timer,1,12777.377,0
29,first_timer,0,14595.405,1
34,first_timer,0,13112.5,0
35,first_timer,0,16806.283,0
31,first_timer,0,14682.493,0
23,first_timer,0,15796.244,1
46,first_timer,1,10852.73,1
33,first_timer,0,16539.711,0
34,first_timer,1,16238.454,1
31,first_timer,0,15601.113,0
49,first_timer,1,11447.638,1
30,first_timer,0,15902.917,0
23,first_timer,1,16287.696,0
37,first_timer,0,13193.349,0
42,first_timer,0,13883.827,0
37,first_timer,0,13670.896,0
27,first_timer,1,16072.19,0
35,first_timer,0,16350.735,0
25,first_timer,0,12970.302,1
28,first_timer,0,14319.726,1
31,first_timer,0,17754.076,0
33,first_timer,0,15509.685,0
24,first_timer,0,17228.771,0
32,first_timer,0,13525.126,1
31,first_timer,1,13288.775,1
43,first_timer,1,12108.154,0
33,first_timer,0,15115.857,0
42,first_timer,1,11348.535,0
36,first_timer,0,12603.438,1
27,first_timer,1,15937.798,0
36,first_timer,1,11812.75,1
36,first_timer,1,15339.184,0
31,first_timer,1,14767.883,1
28,first_timer,0,14173.152,1
35,first_timer,1,13583.227,0
45,first_timer,1,12303.181,1
31,first_timer,1,14589.49,0
36,first_timer,1,14809.387,1
23,first_timer,0,13214.9,1
37,first_timer,1,12206.133,0
36,first_timer,0,10263.468,1
29,first_timer,1,12513.271,1
26,first_timer,0,12975.213,1
43,first_timer,1,16422.361,0
37,first_timer,0,16111.44,0
40,first_timer,1,15727.145,1
31,first_timer,1,16017.427,0
37,first_timer,1,13879.835,0
33,first_timer,1,14631.102,0
32,first_timer,1,16538.213,0
32,first_timer,1,14118.896,1
50,first_timer,0,11799.577,1
24,first_timer,0,16436.928,1
27,first_timer,0,13483.137,1
32,first_timer,0,15181.116,0
25,first_timer,0,17035.025,0
30,first_timer,1,13560.885,1
29,first_timer,1,17508.613,0
38,first_timer,1,11898.311,0
30,first_timer,1,17652.199,0
33,first_timer,0,14936.998,0
32,first_timer,1,14058.076,1
32,first_timer,1,16733.129,0
44,first_timer,0,14524.861,0
38,first_timer,1,14585.249,0
36,first_timer,0,13401.606,1
36,first_timer,1,13094.547,1
35,first_timer,0,11628.452,1
36,first_timer,1,18245.904,0
47,first_timer,1,12515.473,0
28,first_timer,1,13722.646,1
23,first_timer,0,15887.602,1
33,first_timer,0,17554.371,0
37,first_timer,1,11005.879,1
36,first_timer,0,15893.24,0
33,first_timer,0,13015.649,1
48,first_timer,0,13112.724,0
27,first_timer,0,16497.424,0
33,first_timer,0,14132.93,1
40,first_timer,1,15171.18,0
37,first_timer,0,15256.021,0
34,first_timer,0,18415.451,0
34,first_timer,0,15099.725,0
22,first_timer,1,14095.197,1
40,first_timer,0,14515.425,0
29,first_timer,1,12801.961,0
35,first_timer,1,14257.749,0
31,first_timer,0,15396.405,0
28,first_timer,1,16173.496,0
30,first_timer,1,16874.527,0
37,first_timer,0,14706.972,1
21,first_timer,0,16745.918,0
37,first_timer,1,12307.332,0
46,first_timer,0,12255.462,0
34,first_timer,0,15013.071,0
34,first_timer,1,12114.247,1
32,first_timer,1,14421.998,0
37,first_timer,1,16165.818,0
19,first_timer,0,14093.412,1
39,first_timer,1,13800.513,0
32,first_timer,0,14090.604,1
34,first_timer,1,11247.106,1
39,first_timer,1,14479.85,0
39,first_timer,0,16186.7,1
33,first_timer,0,14220.438,1
28,first_timer,0,15750.071,0
32,first_timer,0,15621.686,0
29,first_timer,0,18389.137,0
29,first_timer,0,14999.104,0
41,first_timer,1,15273.974,0
33,first_timer,0,11120.977,1
34,first_timer,0,11795.156,1
31,first_timer,0,15429.254,1
26,first_timer,1,16260.752,1
34,first_timer,1,14789.227,1
29,first_timer,0,15636.667,0
35,first_timer,1,11428.676,0
35,first_timer,1,12678.808,1
35,first_timer,1,11916.62,1
38,first_timer,1,13642.248,1
30,first_timer,0,13054.125,0
25,first_timer,0,15186.959,1
27,first_timer,1,13542.877,0
30,first_timer,0,16398.33,0
40,first_timer,0,12876.62,0
32,first_timer,1,11855.062,1
38,first_timer,1,13210.402,1
34,first_timer,1,12141.606,1
42,first_timer,1,11072.084,1
30,first_timer,0,13184.799,1
33,first_timer,1,14380.204,0
43,first_timer,1,12783.821,0
31,first_timer,1,14967.707,0
39,first_timer,1,12666.044,0
46,first_timer,1,11957.41,1
25,first_timer,0,14607.759,0
38,first_timer,0,18029.42,0
30,first_timer,1,14213.26,0
26,first_timer,0,17017.85,1
31,first_timer,0,15779.767,0
34,first_timer,1,15816.002,0
28,first_timer,0,15564.459,0
31,first_timer,0,14841.546,1
33,first_timer,1,12089.24,1
29,first_timer,0,16053.676,0
23,first_timer,1,15029.177,0
25,first_timer,1,15920.71,0
30,first_timer,1,16101.98,0
30,first_timer,1,16291.365,0
27,first_timer,0,17208.334,1
40,first_timer,0,13223.906,0
34,first_timer,1,15610.729,0
41,first_timer,1,13676.751,0
33,first_timer,0,16025.456,0
42,first_timer,1,15897.357,0
43,first_timer,0,14450.346,0
39,first_timer,0,14838.867,0
41,first_timer,1,15037.733,0
42,first_timer,0,15468.92,1
39,first_timer,1,15398.218,1
38,first_timer,1,16199.604,0
26,first_timer,1,13185.366,0
37,first_timer,0,12652.566,0
41,first_timer,0,15732.394,0
31,first_timer,0,15750.816,1
36,first_timer,0,16613.689,0
39,first_timer,1,13043.117,1
33,first_timer,0,16955.658,0
43,first_timer,1,14203.22,1
33,first_timer,0,15256.563,1
29,first_timer,1,12323.176,1
37,first_timer,1,10930.57,1
36,first_timer,1,13896.235,0
33,first_timer,1,14451.01,1
27,first_timer,1,14805.342,1
31,first_timer,1,13848.033,0
32,first_timer,1,15424.971,1
27,first_timer,1,17676.039,0
47,first_timer,0,14223.271,0
43,first_timer,1,13570.195,0
25,first_timer,0,16549.936,0
40,first_timer,0,14288.416,0
45,first_timer,1,11760.107,1
38,first_timer,1,15220.191,0
41,first_timer,0,12222.324,1
25,first_timer,0,18540.111,0
39,first_timer,1,12232.141,1
35,first_timer,1,11974.166,1
23,first_timer,1,14584.912,1
37,first_timer,1,16473.141,0
27,first_timer,0,14039.624,0
35,first_timer,1,11729.618,0
32,first_timer,1,14679.159,0
32,first_timer,0,11188.741,1
34,first_timer,1,15353.233,0
28,first_timer,0,14767.88,0
32,first_timer,1,16681.156,0
34,first_timer,0,15541.267,0
31,first_timer,1,14599.948,0
28,first_timer,0,14873.565,1
31,first_timer,1,13863.769,1
25,first_timer,1,14192.461,0
41,first_timer,1,11363.386,0
39,first_timer,1,16586.543,1
40,first_timer,0,15831.671,0
36,first_timer,0,11813.732,1
21,first_timer,0,13468.108,1
36,first_timer,0,15219.744,0
39,first_timer,1,12331.807,1
33,first_timer,0,14604.726,1
34,first_timer,0,15330.867,0
30,first_timer,1,16374.308,0
30,first_timer,1,12879.554,0
27,first_timer,0,19190.965,0
39,first_timer,1,13533.492,1
35,first_timer,0,13008.72,1
27,first_timer,0,15891.245,0
32,first_timer,1,15903.939,0
27,first_timer,1,13183.842,0
43,first_timer,1,13814.754,0
28,first_timer,0,14269.294,0
34,first_timer,1,13699.834,0
23,first_timer,0,15009.421,1
48,first_timer,1,12890.477,0
32,first_timer,1,15622.703,1
25,first_timer,0,17538.836,0
48,first_timer,0,13283.361,1
47,first_timer,1,13849.125,0
41,first_timer,0,13346.047,1
39,first_timer,0,12768.679,1
29,first_timer,1,13047.131,1
36,first_timer,1,14157.344,1
40,first_timer,0,13170.726,0
38,first_timer,1,14328.367,0
49,first_timer,1,10273.352,1
33,first_timer,0,13450.825,1
27,first_timer,1,14918.515,0
39,first_timer,1,13603.104,0
22,first_timer,1,11965.506,1
46,first_timer,1,11004.751,0
49,first_timer,0,13008.189,1
29,first_timer,0,15537.489,0
42,first_timer,0,15636.134,0
32,first_timer,0,14001.073,0
39,first_timer,1,14325.007,0
34,first_timer,1,14493.725,0
43,first_timer,1,14959.45,0
41,first_timer,1,14093.479,0
31,first_timer,1,15292.807,0
32,first_timer,0,15578.999,0
30,first_timer,0,14215.406,0
35,first_timer,1,14839.857,1
45,first_timer,0,12993.08,1
36,first_timer,0,15192.209,0
37,first_timer,1,15182.628,0
35,first_timer,1,15140.928,0
26,first_timer,1,13329.625,1
21,first_timer,1,17106.912,1
24,first_timer,1,14273.366,1
36,first_timer,0,13585.867,1
46,first_timer,0,10341.168,1
32,first_timer,1,13315.385,1
43,first_timer,0,12865.227,1
38,first_timer,1,13270.005,1
25,first_timer,0,13918.902,1
29,first_timer,0,15981.388,0
40,first_timer,1,13675.959,0
27,first_timer,0,18064.879,0
33,first_timer,0,13453.888,1
35,first_timer,0,18150.146,0
27,first_timer,0,16021.294,0
27,first_timer,1,16435.027,0
39,first_timer,1,15724.142,0
35,first_timer,0,11268.668,0
31,first_timer,1,14635.93,0
38,first_timer,1,9994.79,1
24,first_timer,1,16321.751,0
28,first_timer,0,18737.871,0
46,first_timer,1,15238.924,0
29,first_timer,0,15232.685,0
32,first_timer,1,17049.838,0
32,first_timer,0,15746.213,1
20,first_timer,0,16063.484,1
30,first_timer,0,16029.418,0
37,first_timer,1,13821.726,0
34,first_timer,1,15227.403,0
22,first_timer,0,17598.912,0
39,first_timer,0,10707.969,1
33,first_timer,0,15779.758,0
39,first_timer,1,13412.276,0
42,first_timer,1,15351.938,0
37,first_timer,1,16861.18,1
35,first_timer,0,15530.387,0
40,first_timer,0,11437.231,1
32,first_timer,0,14673.657,0
33,first_timer,0,15332.596,1
28,first_timer,0,16168.348,0
33,first_timer,1,12757.875,1
37,first_timer,0,14893.218,0
30,first_timer,0,13135.841,1
45,first_timer,1,14480.626,0
38,first_timer,1,12834.881,1
38,first_timer,0,13684.32,1
24,first_timer,0,13715.822,1
34,first_timer,0,16220.024,0
35,first_timer,1,12463.072,0
37,first_timer,1,14225.12,0
22,first_timer,0,16577.641,0
38,first_timer,1,10808.021,1
39,first_timer,0,16038.106,0
39,first_timer,1,12030.485,1
40,first_timer,1,13628.238,0
33,first_timer,1,12376.949,0
30,first_timer,1,14691.51,0
40,first_timer,0,15101.015,1
34,first_timer,0,16705.25,0
25,first_timer,0,18282.678,0
40,first_timer,1,12125.675,1
41,first_timer,1,13624.459,0
36,first_timer,0,16702.713,0
35,first_timer,1,13228.021,1
32,first_timer,1,14897.328,1
33,first_timer,1,15283.552,0
29,first_timer,1,16875.371,0
31,first_timer,0,15300.368,0
38,first_timer,0,16081.548,0
29,first_timer,1,17303.113,0
24,first_timer,0,13392.317,1
38,first_timer,0,14201.68,1
35,first_timer,0,15452.491,0
31,first_timer,0,18285.85,0
19,first_timer,0,18041.035,0
37,first_timer,0,15569.565,0
29,first_timer,1,17003.068,0
38,first_timer,0,10268.853,1
44,first_timer,1,11595.589,1
36,first_timer,0,13304.02,0
36,first_timer,0,13829.109,1
31,first_timer,1,12663.744,1
29,first_timer,0,16304.77,0
40,first_timer,0,13541.736,0
46,first_timer,0,14360.433,0
21,first_timer,0,13287.095,1
39,first_timer,0,11895.514,1
27,first_timer,1,12751.711,1
41,first_timer,0,13481.286,1
39,first_timer,1,9376.9072,1
36,first_timer,0,12963.771,1
28,first_timer,0,15779.063,0
40,first_timer,0,12259.649,0
34,first_timer,0,13369.776,0
29,first_timer,1,17026.203,0
37,first_timer,0,12889.132,1
26,first_timer,0,14117.478,1
33,first_timer,1,16076.521,0
34,first_timer,1,15397.04,0
26,first_timer,0,14295.631,0
38,first_timer,1,13550.926,0
36,first_timer,0,12461.073,1
33,first_timer,1,12341.836,1
41,first_timer,0,12282.539,1
23,first_timer,1,13607.785,0
38,first_timer,0,12626.771,0
39,first_timer,0,17799.379,0
34,first_timer,1,12967.932,1
41,first_timer,1,14906.718,0
35,first_timer,0,17479.332,0
34,first_timer,0,14423.118,1
30,first_timer,1,15143.963,1
44,first_timer,1,14008.971,0
30,first_timer,1,12847.162,0
32,first_timer,0,16013.628,1
47,first_timer,1,10937.101,0
47,first_timer,1,13195.735,0
35,first_timer,0,13613.914,0
32,first_timer,1,14207.407,1
32,first_timer,0,13135.877,1
27,first_timer,0,18306.336,0
41,first_timer,1,14034.564,0
33,first_timer,0,14115.038,0
40,first_timer,1,13248.272,0
30,first_timer,0,16769.623,0
38,first_timer,1,14656.785,0
28,first_timer,1,18084.377,0
26,first_timer,0,15798.812,1
30,first_timer,0,11480.447,1
36,first_timer,1,14650.42,0
27,first_timer,0,14757.364,1
30,first_timer,1,16361.359,1
33,first_timer,1,15008.806,0
39,first_timer,1,13433.62,1
31,first_timer,0,13141.332,1
37,first_timer,1,15052.348,0
30,first_timer,0,15770.759,0
32,first_timer,1,15133.153,0
42,first_timer,1,15279.799,1
39,first_timer,1,11686.898,1
34,first_timer,1,16499.15,0
23,first_timer,0,17511.648,0
27,first_timer,0,16944.525,0
32,first_timer,0,11188.163,1
34,first_timer,0,13312.411,1
37,first_timer,0,14783.423,0
28,first_timer,1,12232.961,1
31,first_timer,0,13512.599,0
30,first_timer,0,13878.378,1
24,first_timer,0,20109.32,0
39,first_timer,0,14720.041,0
33,first_timer,1,13259.727,0
40,first_timer,1,15644.392,0
45,first_timer,1,11030.328,0
32,first_timer,1,12504.447,0
31,first_timer,0,13945.737,0
36,first_timer,1,12946.83,1
34,first_timer,1,10545.984,1
34,first_timer,1,16265.345,0
32,first_timer,1,14223.662,0
46,first_timer,1,12240.116,0
31,first_timer,0,15693.561,0
37,first_timer,1,13834.678,1
19,first_timer,1,15466.61,0
36,first_timer,1,17572.25,0
34,first_timer,1,14838.87,0
42,first_timer,1,16426.6,0
45,first_timer,1,11530.964,1
46,first_timer,0,12311.232,1
32,first_timer,1,13408.896,0
47,first_timer,0,15048.595,0
55,first_timer,1,10913.238,1
33,first_timer,1,14219.529,1
21,first_timer,0,13311.21,1
31,first_timer,0,17426.168,0
33,first_timer,0,16717.77,0
35,first_timer,0,18315.195,0
26,first_timer,0,14215.752,1
44,first_timer,1,14854.879,0
28,first_timer,1,16695.807,0
38,first_timer,1,15410.268,0
37,first_timer,1,13434.768,0
37,first_timer,0,13921.248,1
39,first_timer,1,12889.777,1
33,first_timer,1,13742.069,0
40,first_timer,1,14531.721,1
37,first_timer,1,14499.295,0
37,first_timer,1,11121.879,1
23,first_timer,0,13543.591,1
28,first_timer,0,18879.93,0
36,first_timer,1,12991.592,1
37,first_timer,1,12877.087,0
32,first_timer,0,17640.461,0
25,first_timer,0,17767.689,1
25,first_timer,1,15785.969,0
30,first_timer,0,17830.109,0
39,first_timer,0,12929.427,1
40,first_timer,1,13135.852,1
28,first_timer,1,14513.025,0
33,first_timer,0,12875.736,1
31,first_timer,1,13478.123,1
35,first_timer,0,15406.938,0
47,first_timer,0,11493.333,1
42,first_timer,1,14808.463,0
31,first_timer,0,11894.252,1
34,first_timer,1,15523.455,0
30,first_timer,0,15147.049,0
31,first_timer,0,15915.051,0
43,first_timer,1,10636.916,1
34,first_timer,1,13836.808,1
39,first_timer,0,13321.574,1
30,first_timer,1,14228.423,0
28,first_timer,1,13449.395,1
42,first_timer,1,15645.535,0
31,first_timer,0,13964.043,0
43,first_timer,1,14112.667,0
34,first_timer,0,13343.053,1
32,first_timer,1,16434.58,0
26,first_timer,1,13223.901,1
28,first_timer,0,17003.895,1
28,first_timer,0,16749.447,0
34,first_timer,1,17003.725,0
42,first_timer,1,12813.47,1
34,first_timer,0,16487.502,0
30,first_timer,1,15480.9,0
32,first_timer,0,15025.891,1
33,first_timer,1,13714.38,1
31,first_timer,0,15606.444,0
23,first_timer,0,18064.176,0
37,first_timer,1,14266.399,0
39,first_timer,1,14263.016,1
27,first_timer,1,12832.582,1
21,first_timer,1,15368.813,1
38,first_timer,0,15875.709,0
46,first_timer,1,10720.992,1
35,first_timer,1,14531.605,0
26,first_timer,1,14316.688,1
32,first_timer,0,14850.029,1
32,first_timer,0,16730.32,0
30,first_timer,0,12106.173,1
29,first_timer,0,15133.281,0
39,first_timer,1,12182.805,1
27,first_timer,0,16012.563,0
40,first_timer,1,15084.682,0
32,first_timer,0,14364.112,1
37,first_timer,1,14276.206,1
42,first_timer,1,12379.48,0
25,first_timer,0,16608.232,0
40,first_timer,0,16641.313,0
39,first_timer,1,16661.621,0
37,first_timer,0,14673.43,0
37,first_timer,1,15041.052,0
34,first_timer,0,16472.654,1
47,first_timer,1,9017.2842,1
36,first_timer,0,12771.083,1
35,first_timer,1,15275.637,1
43,first_timer,0,15553.581,0
35,first_timer,1,13848.693,0
38,first_timer,1,13504.138,0
41,first_timer,1,13514.227,0
42,first_timer,1,12896.217,0
37,first_timer,1,14944.505,0
30,first_timer,1,15116.834,0
39,first_timer,1,13466.775,0
36,first_timer,0,13241.402,0
47,first_timer,0,15281.588,0
33,first_timer,0,12807.596,1
41,first_timer,1,14813.246,0
45,first_timer,1,14696.87,0
33,first_timer,1,14549.252,1
33,first_timer,1,10776.711,1
31,first_timer,0,13748.069,0
37,first_timer,0,15243.786,0
31,first_timer,0,15053.433,0
40,first_timer,0,10596.014,0
27,first_timer,0,16174.256,1
38,first_timer,1,10967.047,0
41,first_timer,1,11138.023,1
24,first_timer,0,17628.947,0
24,first_timer,0,15792.929,0
34,first_timer,1,12394.742,0
27,first_timer,0,12371.432,1
43,first_timer,0,15947.735,1
32,first_timer,1,13411.832,1
32,first_timer,0,15236.849,0
38,first_timer,1,13975.491,1
28,first_timer,1,13179.232,0
40,first_timer,0,15758.271,0
35,first_timer,1,13755.16,0
44,first_timer,1,15033.484,0
42,first_timer,1,13877.283,1
38,first_timer,1,13926.439,0
40,first_timer,1,15107.951,0
30,first_timer,0,14219.986,1
24,first_timer,0,16792.09,0
34,first_timer,1,17011.572,0
38,first_timer,0,14633.713,1
28,first_timer,0,14731.793,0
29,first_timer,1,14255.398,1
26,first_timer,0,15244.318,1
29,first_timer,1,16159.886,0
27,first_timer,0,16955.766,0
26,first_timer,0,17197.793,1
31,first_timer,0,15102.242,0
45,first_timer,1,13323.576,0
37,first_timer,1,15411.248,0
38,first_timer,0,14874.983,1
20,first_timer,0,16499.932,1
35,first_timer,1,13431.446,0
39,first_timer,1,12947.953,0
47,first_timer,0,12918.971,0
34,first_timer,0,16718.148,0
27,first_timer,0,16402.195,1
32,first_timer,0,16253.953,0
37,first_timer,0,16036.561,0
45,first_timer,0,14406.234,0
40,first_timer,0,14714.782,1
24,first_timer,0,15297.141,1
41,first_timer,0,16957.102,0
37,first_timer,1,14843.217,0
28,first_timer,1,14343.459,0
25,first_timer,0,19091.627,0
33,first_timer,1,14242.166,0
31,first_timer,0,14450.464,0
25,first_timer,1,14304.884,0
39,first_timer,0,15716.914,0
34,first_timer,0,16624.16,0
48,first_timer,0,16849.465,0
46,first_timer,1,14048.242,0
41,first_timer,1,15347.571,1
48,first_timer,1,13805.607,0
35,first_timer,0,14577.355,0
33,first_timer,0,14307.683,0
30,first_timer,0,15468.356,0
28,first_timer,0,14191.925,1
31,first_timer,0,14111.49,0
38,first_timer,0,17101.059,0
29,first_timer,1,15777.36,0
40,first_timer,1,14065.146,0
38,first_timer,1,13455.815,1
33,first_timer,1,15182.423,0
44,first_timer,0,11339.587,1
36,first_timer,1,16592.385,0
38,first_timer,1,14215.623,0
27,first_timer,0,17928.865,0
29,first_timer,0,15505.076,0
42,first_timer,0,14848.635,1
42,first_timer,1,13792.642,0
33,first_timer,1,15000.715,0
37,first_timer,0,13559.565,1
34,first_timer,0,14655.364,0
23,first_timer,0,15391.768,1
28,first_timer,1,16121.078,0
44,first_timer,1,10200.473,1
23,first_timer,1,18571.197,0
48,first_timer,0,15016.073,0
29,first_timer,1,14981.045,1
38,first_timer,0,13848.621,1
26,first_timer,0,14541.786,1
38,first_timer,0,16196.425,0
35,first_timer,0,13459.629,1
37,first_timer,1,11570.235,1
35,first_timer,0,18071.227,1
37,first_timer,0,16358.666,0
25,first_timer,0,16050.779,1
33,first_timer,1,14221.642,1
32,first_timer,1,12689.796,1
31,first_timer,1,14514.189,0
43,first_timer,0,13809.674,1
42,first_timer,0,12442.796,0
36,first_timer,1,14145.801,1
33,first_timer,0,17045.234,0
33,first_timer,1,12846.72,1
31,first_timer,0,16678.398,0
32,first_timer,1,16326.321,0
33,first_timer,0,9917.002,1
26,first_timer,0,17181.072,0
38,first_timer,0,13119.279,1
49,first_timer,0,10941.948,1
43,first_timer,0,15633.968,1
32,first_timer,1,13612.583,0
36,first_timer,0,10822.117,1
41,first_timer,1,11245.384,0
34,first_timer,0,14133.272,0
35,first_timer,1,14832.531,1
52,first_timer,1,12355.415,1
24,first_timer,0,15367.974,0
46,first_timer,0,12106.146,1
28,first_timer,1,14694.804,1
27,first_timer,0,15027.684,1
32,first_timer,1,11969.278,1
35,first_timer,0,15208.203,1
39,first_timer,1,11040.826,1
43,first_timer,1,13795.079,0
35,first_timer,0,11891.938,1
45,first_timer,1,14966.494,0
43,first_timer,1,11887.008,1
33,first_timer,1,16006.17,0
31,first_timer,1,14364.099,0
36,first_timer,1,11972.373,1
22,first_timer,1,17579.902,0
36,first_timer,1,14061.23,0
26,first_timer,0,14232.911,1
44,first_timer,1,9265.9053,1
32,first_timer,0,14052.189,1
35,first_timer,1,14761.588,0
50,first_timer,1,13769.693,0
42,first_timer,0,12787.545,1
30,first_timer,0,13889.405,1
33,first_timer,0,13991.884,0
31,first_timer,0,15540.928,1
41,first_timer,0,13444.343,0
29,first_timer,0,13381.695,1
31,first_timer,0,15352.266,1
39,first_timer,0,12767.127,0
29,first_timer,0,17271.82,0
33,first_timer,1,13708.604,1
46,first_timer,1,14205.534,0
26,first_timer,0,18962.854,0
47,first_timer,1,13032.234,0
41,first_timer,1,14251.326,0
32,first_timer,0,16129.37,0
40,first_timer,1,12979.659,0
36,first_timer,0,14170.78,1
36,first_timer,0,12571.649,1
29,first_timer,0,12654.358,0
36,first_timer,1,13551.595,0
37,first_timer,0,14208.816,1
41,first_timer,1,13924.962,0
46,first_timer,0,14264.296,0
32,first_timer,1,15423.999,0
38,first_timer,0,12949.366,1
30,first_timer,0,16498.414,1
35,first_timer,0,16703.855,0
46,first_timer,1,13987.66,0
36,first_timer,0,14487.582,0
30,first_timer,1,11884.502,1
33,first_timer,0,15407.306,0
47,first_timer,0,9010.167,1
38,first_timer,1,10359.66,0
38,first_timer,1,12481.136,0
34,first_timer,1,11255.219,1
22,first_timer,0,16739.99,0
40,first_timer,1,15888.231,0
24,first_timer,0,12801.729,1
31,first_timer,0,14058.549,1
32,first_timer,0,12938.339,1
43,first_timer,1,13296.802,0
36,first_timer,0,15578.049,0
35,first_timer,1,14678.342,0
27,first_timer,0,16825.617,0
36,first_timer,0,14256.843,0
26,first_timer,1,12361.162,1
32,first_timer,0,13654.469,1
35,first_timer,1,14509.142,0
25,first_timer,1,14964.166,1
50,first_timer,1,12627.253,1
43,first_timer,1,11142.103,1
21,first_timer,1,16879.754,0
39,first_timer,1,12231.09,0
33,first_timer,1,11806.128,1
37,first_timer,0,15554.487,0
35,first_timer,1,16617.951,0
32,first_timer,0,17111.938,0
29,first_timer,0,15365.072,0
39,first_timer,1,12035.407,1
49,first_timer,0,16334.766,0
38,first_timer,0,14623.56,0
35,first_timer,0,13853.227,0
31,first_timer,1,15182.547,0
27,first_timer,1,16316.77,0
43,first_timer,1,11678.791,1
24,first_timer,0,17494.473,0
49,first_timer,1,12044.651,0
39,first_timer,1,11530.001,0
37,first_timer,0,14118.61,0
35,first_timer,0,15577.701,0
23,first_timer,1,13436.539,0
43,first_timer,1,10318.722,0
39,first_timer,0,13271.515,1
32,first_timer,1,12083.738,1
39,first_timer,0,15482.826,0
43,first_timer,1,14600.863,0
37,first_timer,0,13093.228,1
30,first_timer,1,16465.582,0
33,first_timer,1,12681.281,1
33,first_timer,1,16302.682,0
38,first_timer,0,14721.298,0
26,first_timer,1,13549.628,1
40,first_timer,1,12123.138,0
32,first_timer,1,12283.414,1
52,first_timer,1,12066.262,1
45,first_timer,1,13869.489,1
33,first_timer,1,13102.126,0
22,first_timer,1,14390.354,1
35,first_timer,1,15000.768,1
28,first_timer,1,12959.153,1
43,first_timer,1,15703.863,0
26,first_timer,1,15585.096,0
33,first_timer,1,12355.856,1
30,first_timer,1,15753.118,0
